"행정구역별","산업별","대표자연령대",2012,2013,2014,2015,2016,2017,2018,2019,2020
"충북","금융 및 보험업(64~66)","60세 이상",291,304,299,324,301,287,300,231,448
"충북","부동산업(68)","계",2788,2842,3104,3062,3337,3496,3631,3766,3977
"충북","부동산업(68)","29세 이하",22,12,16,20,27,30,39,37,57
"충북","부동산업(68)","30~39세",218,170,191,169,188,182,198,175,212
"충북","부동산업(68)","40~49세",959,851,966,874,935,911,929,952,907
"충북","부동산업(68)","50~59세",997,1215,1230,1220,1327,1410,1448,1530,1533
"충북","부동산업(68)","60세 이상",592,594,701,779,860,963,1017,1072,1268
"충북","전문, 과학 및 기술 서비스업(70~73)","계",1903,1999,2133,2231,2289,2312,2512,2688,2874
"충북","전문, 과학 및 기술 서비스업(70~73)","29세 이하",19,15,19,19,25,33,33,48,67
"충북","전문, 과학 및 기술 서비스업(70~73)","30~39세",313,233,249,253,276,250,305,285,321
"충북","전문, 과학 및 기술 서비스업(70~73)","40~49세",722,798,830,801,796,770,804,862,902
"충북","전문, 과학 및 기술 서비스업(70~73)","50~59세",561,653,701,781,797,834,883,934,961
"충북","전문, 과학 및 기술 서비스업(70~73)","60세 이상",288,300,334,377,395,425,487,559,623
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1850,2010,2175,2218,2236,2342,2414,2631,2744
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",28,24,38,38,47,58,54,71,84
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",332,261,296,276,314,294,265,301,320
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",621,666,707,692,673,702,765,776,748
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",603,771,800,812,809,839,864,934,994
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",266,288,334,400,393,449,466,549,598
"충북","공공행정, 국방 및 사회보장 행정(84)","계",533,538,559,563,568,566,556,557,550
"충북","공공행정, 국방 및 사회보장 행정(84)","29세 이하",1,-,-,-,-,-,-,-,-
"충북","공공행정, 국방 및 사회보장 행정(84)","30~39세",5,10,10,5,5,5,9,8,8
"충북","공공행정, 국방 및 사회보장 행정(84)","40~49세",93,95,90,65,46,53,57,70,52
"충북","공공행정, 국방 및 사회보장 행정(84)","50~59세",402,398,419,432,450,445,434,449,447
"충북","공공행정, 국방 및 사회보장 행정(84)","60세 이상",32,35,40,61,67,63,56,30,43
"충북","교육 서비스업(85)","계",5410,5389,5375,5362,5399,5449,5462,5541,5522
"충북","교육 서비스업(85)","29세 이하",194,183,194,181,200,210,184,177,220
"충북","교육 서비스업(85)","30~39세",1604,1260,1253,1278,1309,1229,1168,1055,1087
"충북","교육 서비스업(85)","40~49세",1992,2272,2177,2000,2003,2009,2079,2069,1946
"충북","교육 서비스업(85)","50~59세",1143,1148,1233,1351,1392,1499,1571,1770,1721
"충북","교육 서비스업(85)","60세 이상",477,526,518,552,495,502,460,470,548
"충북","보건업 및 사회복지 서비스업(86~87)","계",3764,3913,4153,4173,4448,4578,4614,4778,4754
"충북","보건업 및 사회복지 서비스업(86~87)","29세 이하",25,39,43,29,31,38,36,46,47
"충북","보건업 및 사회복지 서비스업(86~87)","30~39세",723,618,654,613,654,628,512,466,461
"충북","보건업 및 사회복지 서비스업(86~87)","40~49세",1610,1656,1672,1545,1630,1640,1652,1531,1378
"충북","보건업 및 사회복지 서비스업(86~87)","50~59세",1026,1208,1326,1428,1525,1604,1717,1893,1911
"충북","보건업 및 사회복지 서비스업(86~87)","60세 이상",380,392,458,558,608,668,697,842,957
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3551,3585,3585,3598,3916,4178,4262,4426,4356
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",141,118,114,131,148,165,169,161,210
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",762,667,632,616,702,741,726,709,698
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1168,1148,1101,1081,1173,1180,1214,1224,1144
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1096,1274,1319,1207,1316,1456,1475,1506,1457
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",384,378,419,563,577,636,678,826,847
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",13062,13128,13246,13269,13394,13698,14056,14406,14651
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",216,187,213,198,232,274,322,373,486
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1901,1486,1516,1506,1658,1612,1669,1542,1689
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",4008,4174,4058,3787,3851,3711,3869,4257,3950
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",4579,4788,4720,4707,4572,4627,4622,4770,4681
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",2358,2493,2739,3071,3081,3474,3574,3464,3845
"충남","전체 산업","계",141209,145995,154034,158306,161608,166247,172242,176643,184103
"충남","전체 산업","29세 이하",3106,2958,3586,3620,3561,4107,4679,4730,6294
"충남","전체 산업","30~39세",21737,19711,19966,20733,20368,20354,20923,20717,21965
"충남","전체 산업","40~49세",43798,44752,46326,45572,45059,45219,48023,48042,46803
"충남","전체 산업","50~59세",48495,53318,55704,56162,57098,57989,59216,60970,61433
"충남","전체 산업","60세 이상",24073,25256,28452,32219,35522,38578,39401,42184,47608
"충남","농업, 임업 및 어업(01~03)","계",230,244,306,330,391,434,474,512,671
"충남","농업, 임업 및 어업(01~03)","29세 이하",4,4,4,2,2,4,3,3,10
"충남","농업, 임업 및 어업(01~03)","30~39세",10,8,12,20,19,19,23,28,48
"충남","농업, 임업 및 어업(01~03)","40~49세",37,41,59,63,68,78,98,113,129
"충남","농업, 임업 및 어업(01~03)","50~59세",131,142,159,169,200,219,223,216,279
"충남","농업, 임업 및 어업(01~03)","60세 이상",48,49,72,76,102,114,127,152,205
"충남","광업(05~08)","계",112,115,121,101,105,104,91,95,84
"충남","광업(05~08)","29세 이하",-,2,1,1,1,1,-,2,1
"충남","광업(05~08)","30~39세",1,3,6,6,2,2,4,5,5
"충남","광업(05~08)","40~49세",23,19,20,17,17,26,20,23,11
"충남","광업(05~08)","50~59세",43,48,46,38,40,45,37,38,30
"충남","광업(05~08)","60세 이상",45,43,48,39,45,30,30,27,37
"충남","제조업(10~34)","계",13505,14258,15792,16610,17150,17694,18422,19050,19478
"충남","제조업(10~34)","29세 이하",131,118,197,199,203,251,274,291,404
"충남","제조업(10~34)","30~39세",1356,1139,1332,1481,1416,1509,1478,1447,1631
"충남","제조업(10~34)","40~49세",3955,3878,4270,4328,4378,4532,4796,4793,4551
"충남","제조업(10~34)","50~59세",5362,6233,6723,6741,6882,6932,7290,7510,7106
"충남","제조업(10~34)","60세 이상",2701,2890,3270,3861,4271,4470,4584,5009,5786
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","계",79,79,82,100,113,113,145,176,310
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,1,-,1,1,3
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",2,4,5,5,5,6,7,11,27
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",18,13,18,15,14,13,29,36,41
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",46,50,45,57,67,69,68,72,96
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",13,12,14,23,26,25,40,56,143
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",368,425,477,497,509,517,543,619,631
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",2,2,5,1,4,7,6,11,10
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",40,35,42,40,42,34,43,39,43
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",102,106,120,136,123,129,148,172,164
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",165,221,233,229,234,234,238,260,273
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",59,61,77,91,106,113,108,137,141
"충남","건설업(41~42)","계",5050,5420,6027,6315,6447,6559,6939,7218,7791
"충남","건설업(41~42)","29세 이하",60,55,92,85,94,123,153,152,210
"충남","건설업(41~42)","30~39세",633,495,538,537,526,525,501,498,589
"충남","건설업(41~42)","40~49세",2131,2159,2348,2305,2239,2240,2406,2100,2218
"충남","건설업(41~42)","50~59세",1778,2216,2404,2536,2593,2668,2798,3062,3185
"충남","건설업(41~42)","60세 이상",448,495,645,852,995,1003,1081,1406,1589
"충남","도매 및 소매업(45~47)","계",36491,37739,39893,41285,41086,41638,42449,43064,44714
"충남","도매 및 소매업(45~47)","29세 이하",886,866,1024,1057,1055,1161,1267,1317,1654
"충남","도매 및 소매업(45~47)","30~39세",6220,5312,5864,5946,5805,5639,5593,5396,5930
"충남","도매 및 소매업(45~47)","40~49세",10986,11828,12285,12129,11861,11776,12295,12195,11760
"충남","도매 및 소매업(45~47)","50~59세",10992,12253,12603,13073,12982,12988,13198,13321,13698
"충남","도매 및 소매업(45~47)","60세 이상",7407,7480,8117,9080,9383,10074,10096,10835,11672
"충남","운수 및 창고업(49~52)","계",11784,12209,12660,13027,13348,13688,14688,14975,16127
"충남","운수 및 창고업(49~52)","29세 이하",115,99,124,117,92,84,348,199,267
"충남","운수 및 창고업(49~52)","30~39세",951,2145,1245,1335,1069,1015,1482,2194,1374
"충남","운수 및 창고업(49~52)","40~49세",2754,3363,3244,3221,3070,3017,3201,3022,3430
"충남","운수 및 창고업(49~52)","50~59세",5996,4262,5008,5113,4908,5092,4932,5262,5258
"충남","운수 및 창고업(49~52)","60세 이상",1968,2340,3039,3241,4209,4480,4725,4298,5798
"충남","숙박 및 음식점업(55~56)","계",30757,31553,32836,33690,34582,35593,36804,37500,39653
"충남","숙박 및 음식점업(55~56)","29세 이하",1124,1005,1228,1342,1278,1507,1630,1668,2263
"충남","숙박 및 음식점업(55~56)","30~39세",4885,3983,4369,4960,5058,5226,5327,5125,5753
"충남","숙박 및 음식점업(55~56)","40~49세",9469,8621,8922,8989,8856,8816,9333,9256,9249
"충남","숙박 및 음식점업(55~56)","50~59세",10496,12995,12799,12093,12378,12188,12483,12123,12672
"충남","숙박 및 음식점업(55~56)","60세 이상",4783,4949,5518,6306,7012,7856,8031,9328,9716
"충남","정보통신업(58~63)","계",626,669,767,764,770,791,839,892,964
"충남","정보통신업(58~63)","29세 이하",18,21,30,21,22,22,25,43,74
"충남","정보통신업(58~63)","30~39세",104,87,121,109,108,107,114,100,129
"충남","정보통신업(58~63)","40~49세",214,256,283,276,270,269,305,297,310
"충남","정보통신업(58~63)","50~59세",242,259,269,297,291,318,309,338,336
"충남","정보통신업(58~63)","60세 이상",48,46,64,61,79,75,86,114,115
"충남","금융 및 보험업(64~66)","계",1632,1626,1651,1627,1667,1666,1670,1658,1649
"충남","금융 및 보험업(64~66)","29세 이하",10,13,11,9,6,5,9,7,8
"충남","금융 및 보험업(64~66)","30~39세",148,134,132,98,115,113,103,100,91
"충남","금융 및 보험업(64~66)","40~49세",465,459,470,409,414,392,426,428,288
"충남","금융 및 보험업(64~66)","50~59세",632,658,680,723,774,793,759,840,694
"충남","금융 및 보험업(64~66)","60세 이상",377,362,358,388,358,363,373,283,568
"충남","부동산업(68)","계",3864,3987,4279,4300,4612,4929,5197,5411,5712
"충남","부동산업(68)","29세 이하",27,30,50,38,30,39,38,36,50
"충남","부동산업(68)","30~39세",368,291,313,291,341,353,403,340,429
"충남","부동산업(68)","40~49세",1331,1252,1348,1254,1298,1258,1411,1490,1383
"충남","부동산업(68)","50~59세",1297,1551,1607,1651,1758,1901,1908,2037,2084
"충남","부동산업(68)","60세 이상",841,863,961,1066,1185,1378,1437,1508,1766
"충남","전문, 과학 및 기술 서비스업(70~73)","계",2168,2329,2644,2786,2900,2946,3215,3492,3748
"충남","전문, 과학 및 기술 서비스업(70~73)","29세 이하",20,20,36,20,26,41,47,65,102
"충남","전문, 과학 및 기술 서비스업(70~73)","30~39세",384,314,369,401,390,353,392,336,424
"충남","전문, 과학 및 기술 서비스업(70~73)","40~49세",772,856,939,964,990,1001,1099,1174,1181
"충남","전문, 과학 및 기술 서비스업(70~73)","50~59세",661,807,915,955,999,1007,1083,1178,1255
"충남","전문, 과학 및 기술 서비스업(70~73)","60세 이상",331,332,385,446,495,544,594,739,786
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2160,2353,2590,2743,2772,2882,2965,3250,3488
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",45,36,40,60,50,57,45,57,83
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",403,343,375,376,387,376,384,395,477
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",783,775,850,881,845,871,906,917,925
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",659,898,959,980,1011,1057,1077,1201,1265
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",270,301,366,446,479,521,553,680,738
"충남","공공행정, 국방 및 사회보장 행정(84)","계",747,763,758,764,756,767,769,762,747
"충남","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,3,2,1,-,-,-,1,-
"충남","공공행정, 국방 및 사회보장 행정(84)","30~39세",15,13,10,8,12,10,10,7,9
"충남","공공행정, 국방 및 사회보장 행정(84)","40~49세",150,152,123,98,79,65,90,92,64
"충남","공공행정, 국방 및 사회보장 행정(84)","50~59세",545,548,574,567,583,603,617,630,625
"충남","공공행정, 국방 및 사회보장 행정(84)","60세 이상",37,47,49,90,82,89,52,32,49
"충남","교육 서비스업(85)","계",6101,6192,6317,6434,6540,6685,6871,7065,7044
"충남","교육 서비스업(85)","29세 이하",216,212,210,204,216,224,224,216,270
"충남","교육 서비스업(85)","30~39세",1668,1455,1403,1471,1430,1390,1381,1279,1346
"충남","교육 서비스업(85)","40~49세",2182,2425,2475,2324,2370,2401,2568,2564,2418
"충남","교육 서비스업(85)","50~59세",1436,1449,1562,1718,1876,2018,2067,2384,2258
"충남","교육 서비스업(85)","60세 이상",599,651,667,717,648,652,631,622,752
"충남","보건업 및 사회복지 서비스업(86~87)","계",5126,5394,5763,5661,6086,6356,6408,6525,6419
"충남","보건업 및 사회복지 서비스업(86~87)","29세 이하",64,80,87,55,54,60,69,78,90
"충남","보건업 및 사회복지 서비스업(86~87)","30~39세",1162,1030,1039,926,814,877,692,628,633
"충남","보건업 및 사회복지 서비스업(86~87)","40~49세",2172,2262,2285,2088,2162,2231,2317,2151,1929
"충남","보건업 및 사회복지 서비스업(86~87)","50~59세",1225,1496,1765,1916,2218,2295,2413,2579,2471
"충남","보건업 및 사회복지 서비스업(86~87)","60세 이상",503,526,587,676,838,893,917,1089,1296
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3831,3893,4041,4064,4402,4894,5114,5243,5253
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",166,167,191,168,163,217,204,187,243
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",895,804,759,727,822,880,939,869,883
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1220,1137,1185,1206,1230,1357,1442,1442,1385
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1146,1379,1431,1387,1481,1590,1646,1706,1680
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",404,406,475,576,706,850,883,1039,1062
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",16578,16747,17030,17208,17372,17991,18639,19136,19620
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",218,225,254,240,264,304,336,396,552
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",2492,2116,2032,1996,2007,1920,2047,1920,2144
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",5034,5150,5082,4869,4775,4747,5133,5777,5367
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",5643,5853,5922,5919,5823,5972,6070,6213,6168
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",3191,3403,3740,4184,4503,5048,5053,4830,5389
"전북","전체 산업","계",135997,139654,144900,146652,147502,148269,151011,154082,156779
